"m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13"
"1978","1198","21","749","4","2","5","0","0","0","0","0","0"
"1978","1198","21","749","4","2","5","0","0","0","0","0","0"
"1978","1198","21","749","4","2","5","0","0","0","0","0","0"
"1981","1203","21","749","4","2","5","0","0","0","0","0","0"
"1981","1203","21","749","4","2","5","0","0","0","0","0","0"
"1983","1203","21","749","4","2","5","0","0","0","0","0","0"
"1988","1205","21","752","4","2","5","0","0","0","0","0","0"
"1991","1205","21","752","4","2","5","0","0","0","0","0","0"
"1992","1219","21","764","4","2","5","0","0","0","0","0","0"
"1992","1220","21","764","4","2","5","0","0","0","0","0","0"
"2011","1223","21","764","4","2","5","0","0","0","0","0","0"
"2011","1224","21","767","4","2","5","0","0","0","0","0","0"
"2013","1225","21","768","4","2","5","0","0","0","0","0","0"
"2015","1225","21","771","4","2","5","0","0","0","0","0","0"
"2017","1226","21","771","4","2","5","0","0","0","0","0","0"
"2018","1227","21","771","4","2","5","0","0","0","0","0","0"
"2038","1229","21","771","4","2","5","0","0","0","0","0","0"
"2038","1229","21","771","4","2","5","0","0","0","0","0","0"
"2040","1232","21","773","4","2","5","0","0","0","0","0","0"
"2041","1232","21","775","4","2","5","0","0","0","0","0","0"
"2043","1233","21","775","4","2","5","0","0","0","0","0","0"
"2043","1236","21","784","4","2","5","0","0","0","0","0","0"
"2043","1252","21","785","4","2","5","0","0","0","0","0","0"
"2051","1256","21","785","4","2","5","0","0","0","0","0","0"
"2051","1269","21","798","4","2","5","0","0","0","0","0","0"
"2053","1269","21","798","4","2","5","0","0","0","0","0","0"
"2060","1276","21","799","4","2","5","0","0","0","0","0","0"
"2067","1277","21","799","4","2","5","0","0","0","0","0","0"
"2070","1279","21","801","4","2","5","0","0","0","0","0","0"
"2073","1280","21","801","4","2","5","0","0","0","0","0","0"
"2078","1281","21","803","4","2","5","0","0","0","0","0","0"
"2079","1284","21","803","4","2","5","0","0","0","0","0","0"
"2088","1285","22","803","4","2","5","0","0","0","0","0","0"
"2092","1286","22","804","4","2","5","0","0","0","0","0","0"
"2094","1285","22","808","5","2","5","0","0","0","0","0","0"
"2094","1285","22","808","5","2","5","0","0","0","0","0","0"
"2094","1289","22","808","5","2","5","0","0","0","0","0","0"
"2099","1292","22","813","5","2","5","0","0","0","0","0","0"
"2103","1294","22","813","5","2","5","0","0","0","0","0","0"
"2103","1294","22","813","5","2","5","0","0","0","0","0","0"
"2109","1295","22","816","5","2","5","0","0","0","0","0","0"
"2111","1301","22","822","5","2","5","0","0","0","0","0","0"
"2111","1301","22","822","5","2","5","0","0","0","0","0","0"
"2112","1301","22","822","5","2","5","0","0","0","0","0","0"
"2112","1301","22","823","5","2","5","0","0","0","0","0","0"
"2112","1305","22","825","5","2","5","0","0","0","0","0","0"
"2112","1305","22","825","5","2","5","0","0","0","0","0","0"
"2115","1306","22","828","5","2","5","0","0","0","0","0","0"
"2115","1307","22","832","5","2","5","0","0","0","0","0","0"
"2125","1308","22","834","5","2","5","0","0","0","0","0","0"
"2127","1310","22","837","5","2","5","0","0","0","0","0","0"
"2128","1310","22","840","5","2","5","0","0","0","0","0","0"
"2128","1310","22","840","5","2","5","0","0","0","0","0","0"
"2131","1311","22","844","5","2","5","0","0","0","0","0","0"
"2132","1313","22","844","5","2","5","0","0","0","0","0","0"
"2138","1313","22","845","5","2","5","0","0","0","0","0","0"
"2138","1314","22","846","5","2","5","0","0","0","0","0","0"
"2138","1315","22","846","5","2","5","0","0","0","0","0","0"
"2149","1316","22","846","5","2","5","0","0","0","0","0","0"
"2151","1317","22","848","5","2","5","0","0","0","0","0","0"
"2151","1317","22","848","5","2","5","0","0","0","0","0","0"
"2152","1318","22","848","5","2","5","0","0","0","0","0","0"
"2159","1320","22","850","5","2","5","0","0","0","0","0","0"
"2161","1320","22","850","5","2","5","0","0","0","0","0","0"
"2161","1320","22","850","5","2","5","0","0","0","0","0","0"
"2161","1320","22","850","5","2","5","0","0","0","0","0","0"
"2168","1321","22","851","5","2","5","0","0","0","0","0","0"
"2169","1328","22","852","5","2","5","0","0","0","0","0","0"
"2177","1329","22","852","5","2","5","0","0","0","0","0","0"
"2185","1329","22","852","5","2","5","0","0","0","0","0","0"
"2185","1329","22","853","5","2","5","0","0","0","0","0","0"
"2185","1329","22","854","5","2","5","0","0","0","0","0","0"
"2193","1329","22","854","5","2","5","0","0","0","0","0","0"
"2205","1329","22","854","5","2","5","0","0","0","0","0","0"
"2205","1329","22","854","5","2","5","0","0","0","0","0","0"
"2205","1330","22","855","5","2","5","0","0","0","0","0","0"
"2210","1330","22","856","5","2","5","0","0","0","0","0","0"
"2210","1330","22","856","5","2","5","0","0","0","0","0","0"
"2210","1332","22","858","5","2","5","0","0","0","0","0","0"
"2210","1332","22","858","5","2","5","0","0","0","0","0","0"
"2213","1332","22","858","5","2","5","0","0","0","0","0","0"
"2215","1332","22","859","5","2","5","0","0","0","0","0","0"
"2216","1333","22","859","5","2","5","0","0","0","0","0","0"
"2231","1336","23","859","5","2","5","0","0","0","0","0","0"
"2232","1336","23","859","5","2","5","0","0","0","0","0","0"
"2246","1338","23","859","5","2","5","0","0","0","0","0","0"
"2247","1339","23","860","5","2","5","0","0","0","0","0","0"
"2249","1338","23","860","6","2","5","0","0","0","0","0","0"
"2249","1338","23","860","6","2","5","0","0","0","0","0","0"
"2251","1343","23","863","6","2","5","0","0","0","0","0","0"
"2251","1343","23","863","6","2","5","0","0","0","0","0","0"
"2253","1343","23","863","6","2","5","0","0","0","0","0","0"
"2257","1348","23","863","6","2","5","0","0","0","0","0","0"
"2264","1348","23","865","6","2","5","0","0","0","0","0","0"
"2280","1351","24","865","6","2","5","0","0","0","0","0","0"
"2280","1351","24","865","6","2","5","0","0","0","0","0","0"
"2280","1351","24","865","6","2","5","0","0","0","0","0","0"
"2281","1352","24","867","6","2","5","0","0","0","0","0","0"
"2285","1353","24","867","6","2","5","0","0","0","0","0","0"
"2289","1355","24","867","6","2","5","0","0","0","0","0","0"
"2289","1359","24","868","6","2","5","0","0","0","0","0","0"
"2289","1359","24","868","6","2","5","0","0","0","0","0","0"
"2296","1366","24","868","6","2","5","0","0","0","0","0","0"
"2297","1367","24","870","6","2","5","0","0","0","0","0","0"
"2306","1381","24","884","6","2","5","0","0","0","0","0","0"
"2306","1381","24","885","6","2","5","0","0","0","0","0","0"
"2307","1391","24","899","6","2","5","0","0","0","0","0","0"
"2307","1391","24","903","6","2","5","0","0","0","0","0","0"
"2310","1391","24","903","6","2","5","0","0","0","0","0","0"
"2312","1391","24","903","6","2","5","0","0","0","0","0","0"
"2312","1391","24","903","6","2","5","0","0","0","0","0","0"
"2315","1392","24","903","6","2","5","0","0","0","0","0","0"
"2321","1396","24","903","6","2","5","0","0","0","0","0","0"
"2322","1396","24","907","6","2","5","0","0","0","0","0","0"
"2326","1396","24","907","6","2","5","0","0","0","0","0","0"
"2329","1398","24","907","6","2","5","0","0","0","0","0","0"
"2338","1398","24","907","6","2","5","0","0","0","0","0","0"
"2338","1398","24","907","6","2","5","0","0","0","0","0","0"
"2340","1400","24","907","6","2","5","0","0","0","0","0","0"
"2345","1401","24","907","6","2","5","0","0","0","0","0","0"
"2345","1401","24","907","6","2","5","0","0","0","0","0","0"
"2366","1404","24","909","6","2","5","0","0","0","0","0","0"
"2370","1404","24","909","6","2","5","0","0","0","0","0","0"
"2373","1404","24","909","6","2","5","0","0","0","0","0","0"
"2373","1405","24","909","6","2","5","0","0","0","0","0","0"
"2376","1405","24","911","6","2","5","0","0","0","0","0","0"
"2379","1405","24","914","6","2","5","0","0","0","0","0","0"
"2380","1406","24","914","6","2","5","0","0","0","0","0","0"
"2380","1406","24","914","6","2","5","0","0","0","0","0","0"
"2381","1406","24","914","6","2","5","0","0","0","0","0","0"
"2386","1409","24","914","6","2","5","0","0","0","0","0","0"
"2386","1411","24","916","6","2","5","0","0","0","0","0","0"
"2386","1413","24","916","6","2","5","0","0","0","0","0","0"
"2386","1413","24","919","6","2","5","0","0","0","0","0","0"
"2390","1428","24","919","6","2","5","0","0","0","0","0","0"
"2394","1428","24","919","6","2","5","0","0","0","0","0","0"
"2411","1431","25","919","6","2","5","0","0","0","0","0","0"
"2412","1431","25","919","6","2","5","0","0","0","0","0","0"
"2413","1434","25","929","6","2","5","0","0","0","0","0","0"
"2415","1434","25","930","6","2","5","0","0","0","0","0","0"
"2417","1437","25","934","6","2","5","0","0","0","0","0","0"
"2419","1453","25","936","6","2","5","0","0","0","0","0","0"
"2437","1456","26","936","6","2","5","0","0","0","0","0","0"
"2442","1456","26","936","6","2","5","0","0","0","0","0","0"
"2444","1457","26","936","6","2","5","0","0","0","0","0","0"
"2445","1459","26","937","6","2","5","0","0","0","0","0","0"
"2445","1472","26","952","6","2","5","0","0","0","0","0","0"
"2445","1472","26","952","6","2","5","0","0","0","0","0","0"
"2446","1472","26","952","6","2","5","0","0","0","0","0","0"
"2446","1472","26","952","6","2","5","0","0","0","0","0","0"
"2447","1472","26","954","6","2","5","0","0","0","0","0","0"
"2451","1472","26","954","6","2","5","0","0","0","0","0","0"
"2452","1472","26","954","6","2","5","0","0","0","0","0","0"
"2452","1476","26","954","6","2","5","0","0","0","0","0","0"
"2453","1476","26","954","6","2","5","0","0","0","0","0","0"
"2459","1476","26","954","6","2","5","0","0","0","0","0","0"
"2460","1481","26","954","6","2","5","0","0","0","0","0","0"
"2466","1481","26","954","6","2","5","0","0","0","0","0","0"
"2466","1482","26","958","6","2","5","0","0","0","0","0","0"
"2467","1483","27","958","6","2","5","0","0","0","0","0","0"
"2471","1483","27","958","6","2","5","0","0","0","0","0","0"
"2474","1483","27","958","6","2","5","0","0","0","0","0","0"
"2484","1483","27","960","6","2","5","0","0","0","0","0","0"
"2485","1485","27","964","6","2","5","0","0","0","0","0","0"
"2486","1485","27","964","6","2","5","0","0","0","0","0","0"
"2487","1485","27","964","6","2","5","0","0","0","0","0","0"
"2487","1485","27","968","6","2","5","0","0","0","0","0","0"
"2487","1487","27","973","6","2","5","0","0","0","0","0","0"
"2488","1489","27","973","6","2","5","0","0","0","0","0","0"
"2489","1489","27","973","6","2","5","0","0","0","0","0","0"
"2492","1490","27","973","6","2","5","0","0","0","0","0","0"
"2492","1493","27","976","6","2","5","0","0","0","0","0","0"
"2492","1493","27","976","6","2","5","0","0","0","0","0","0"
"2493","1493","27","977","6","2","5","0","0","0","0","0","0"
"2494","1493","27","977","6","2","5","0","0","0","0","0","0"
"2495","1495","27","978","6","2","5","0","0","0","0","0","0"
"2497","1495","27","980","6","2","5","0","0","0","0","0","0"
"2497","1496","27","981","6","2","5","0","0","0","0","0","0"
"2503","1497","27","982","6","2","5","0","0","0","0","0","0"
"2503","1503","27","982","6","2","5","0","0","0","0","0","0"
"2516","1504","27","982","6","2","5","0","0","0","0","0","0"
"2520","1506","27","983","6","2","5","0","0","0","0","0","0"
"2520","1506","27","983","6","2","5","0","0","0","0","0","0"
"2520","1509","27","986","6","2","5","0","0","0","0","0","0"
"2527","1516","27","986","6","2","5","0","0","0","0","0","0"
"2527","1516","27","986","6","2","5","0","0","0","0","0","0"
"2532","1518","27","986","6","2","5","0","0","0","0","0","0"
"2535","1518","27","986","6","2","5","0","0","0","0","0","0"
"2537","1518","27","986","6","2","5","0","0","0","0","0","0"
"2537","1526","27","987","6","2","5","0","0","0","0","0","0"
"2552","1532","27","988","6","2","5","0","0","0","0","0","0"
"2554","1532","27","988","6","2","5","0","0","0","0","0","0"
"2562","1532","27","988","6","2","5","0","0","0","0","0","0"
"2569","1555","27","990","6","2","5","0","0","0","0","0","0"
"2570","1555","27","990","6","2","5","0","0","0","0","0","0"
"2571","1555","27","990","6","2","5","0","0","0","0","0","0"
"2571","1555","27","991","6","2","5","0","0","0","0","0","0"
"2577","1555","27","992","6","2","5","0","0","0","0","0","0"
"2577","1555","27","992","6","2","5","0","0","0","0","0","0"
"2584","1555","27","992","6","2","5","0","0","0","0","0","0"
"2584","1555","27","994","6","2","5","0","0","0","0","0","0"
"2587","1555","27","994","6","2","5","0","0","0","0","0","0"
"2587","1555","27","994","6","2","5","0","0","0","0","0","0"
"2600","1571","27","995","6","2","5","0","0","0","0","0","0"
"2603","1572","27","996","6","2","5","0","0","0","0","0","0"
"2604","1573","27","997","6","2","5","0","0","0","0","0","0"
"2610","1580","27","1001","6","2","5","0","0","0","0","0","0"
"2618","1582","27","1002","6","2","5","0","0","0","0","0","0"
"2618","1582","27","1003","6","2","5","0","0","0","0","0","0"
"2624","1583","27","1003","6","2","5","0","0","0","0","0","0"
"2634","1598","27","1003","6","2","5","0","0","0","0","0","0"
"2634","1598","27","1004","6","2","5","0","0","0","0","0","0"
"2637","1598","27","1004","6","2","5","0","0","0","0","0","0"
"2638","1598","27","1004","6","2","5","0","0","0","0","0","0"
"2638","1598","27","1004","6","2","5","0","0","0","0","0","0"
"2644","1598","27","1004","6","2","5","0","0","0","0","0","0"
"2644","1598","27","1005","6","2","5","0","0","0","0","0","0"
"2644","1600","27","1007","6","2","5","0","0","0","0","0","0"
"2645","1602","27","1007","6","2","5","0","0","0","0","0","0"
"2645","1602","27","1007","6","2","5","0","0","0","0","0","0"
"2647","1608","27","1008","6","2","5","0","0","0","0","0","0"
"2647","1608","27","1010","6","2","5","0","0","0","0","0","0"
"2647","1611","27","1011","6","2","5","0","0","0","0","0","0"
"2649","1612","27","1011","6","2","5","0","0","0","0","0","0"
"2649","1612","27","1011","6","2","5","0","0","0","0","0","0"
"2650","1612","27","1011","6","2","5","0","0","0","0","0","0"
"2657","1612","27","1011","6","2","5","0","0","0","0","0","0"
"2659","1613","27","1014","6","2","5","0","0","0","0","0","0"
"2659","1613","27","1014","6","2","5","0","0","0","0","0","0"
"2659","1616","27","1019","6","2","5","0","0","0","0","0","0"
"2661","1616","27","1020","6","2","5","0","0","0","0","0","0"
"2661","1616","27","1020","6","2","5","0","0","0","0","0","0"
"2661","1617","27","1025","6","2","5","0","0","0","0","0","0"
"2663","1620","27","1028","6","2","5","0","0","0","0","0","0"
"2663","1620","27","1028","6","2","5","0","0","0","0","0","0"
"2669","1621","27","1028","6","2","5","0","0","0","0","0","0"
"2675","1622","27","1028","6","2","5","0","0","0","0","0","0"
"2678","1624","27","1028","6","2","5","0","0","0","0","0","0"
"2689","1639","27","1028","6","2","5","0","0","0","0","0","0"
"2689","1642","27","1031","6","2","5","0","0","0","0","0","0"
"2705","1645","27","1031","6","2","5","0","0","0","0","0","0"
"2705","1647","27","1032","6","2","5","0","0","0","0","0","0"
"2707","1653","27","1034","6","2","5","0","0","0","0","0","0"
"2709","1665","27","1034","6","2","5","0","0","0","0","0","0"
"2717","1670","27","1034","6","2","5","0","0","0","0","0","0"
"2722","1670","27","1034","6","2","5","0","0","0","0","0","0"
"2727","1671","27","1034","6","2","5","0","0","0","0","0","0"
"2728","1671","27","1034","6","2","5","0","0","0","0","0","0"
"2731","1671","27","1034","6","2","5","0","0","0","0","0","0"
"2734","1674","27","1037","6","2","5","0","0","0","0","0","0"
"2736","1674","27","1037","6","2","5","0","0","0","0","0","0"
"2736","1682","27","1044","6","2","5","0","0","0","0","0","0"
"2738","1682","27","1044","6","2","5","0","0","0","0","0","0"
"2740","1683","27","1044","6","2","5","0","0","0","0","0","0"
"2742","1684","27","1047","6","2","5","0","0","0","0","0","0"
"2744","1684","27","1047","6","2","5","0","0","0","0","0","0"
"2748","1684","27","1048","6","2","5","0","0","0","0","0","0"
"2749","1684","27","1049","6","2","5","0","0","0","0","0","0"
"2751","1686","27","1049","6","2","5","0","0","0","0","0","0"
"2751","1686","27","1050","6","2","5","0","0","0","0","0","0"
"2753","1688","27","1050","7","2","5","0","0","0","0","0","0"
"2758","1711","27","1053","7","2","5","0","0","0","0","0","0"
"2761","1712","27","1055","7","2","5","0","0","0","0","0","0"
"2761","1712","27","1056","7","2","5","0","0","0","0","0","0"
"2761","1713","27","1057","7","2","5","0","0","0","0","0","0"
"2761","1713","27","1057","7","2","5","0","0","0","0","0","0"
"2761","1713","27","1057","7","2","5","0","0","0","0","0","0"
"2766","1713","27","1057","7","2","5","0","0","0","0","0","0"
"2767","1722","27","1061","7","2","5","0","0","0","0","0","0"
"2767","1726","27","1062","7","2","5","0","0","0","0","0","0"
"2768","1726","27","1062","7","2","5","0","0","0","0","0","0"
"2769","1726","27","1063","7","2","5","0","0","0","0","0","0"
"2770","1727","27","1067","7","2","5","0","0","0","0","0","0"
"2773","1727","27","1067","7","2","5","0","0","0","0","0","0"
"2773","1727","27","1069","7","2","5","0","0","0","0","0","0"
"2774","1729","27","1069","7","2","5","0","0","0","0","0","0"
"2776","1729","27","1069","7","2","5","0","0","0","0","0","0"
"2776","1729","27","1069","7","2","5","0","0","0","0","0","0"
"2778","1731","27","1069","7","2","5","0","0","0","0","0","0"
"2785","1731","27","1069","7","2","5","0","0","0","0","0","0"
"2785","1732","27","1069","7","2","5","0","0","0","0","0","0"
"2786","1733","27","1070","7","2","5","0","0","0","0","0","0"
"2786","1735","27","1072","7","2","5","0","0","0","0","0","0"
"2789","1757","27","1076","7","2","5","0","0","0","0","0","0"
"2789","1757","27","1076","7","2","5","0","0","0","0","0","0"
"2789","1759","27","1077","7","2","5","0","0","0","0","0","0"
"2791","1760","27","1077","7","2","5","0","0","0","0","0","0"
"2798","1760","27","1077","7","2","5","0","0","0","0","0","0"
"2798","1760","27","1077","7","2","5","0","0","0","0","0","0"
"2798","1760","27","1077","7","2","5","0","0","0","0","0","0"
"2804","1760","27","1077","7","2","5","0","0","0","0","0","0"
"2804","1760","27","1077","7","2","5","0","0","0","0","0","0"
"2809","1763","27","1083","7","2","5","0","0","0","0","0","0"
"2811","1763","27","1083","7","2","5","0","0","0","0","0","0"
"2811","1763","27","1083","7","2","5","0","0","0","0","0","0"
"2811","1763","27","1083","7","2","5","0","0","0","0","0","0"
"2811","1766","27","1084","7","2","5","0","0","0","0","0","0"
"2811","1767","27","1084","7","2","5","0","0","0","0","0","0"
"2811","1767","27","1084","7","2","5","0","0","0","0","0","0"
"2830","1770","28","1084","7","2","5","0","0","0","0","0","0"
"2840","1774","28","1090","7","2","5","0","0","0","0","0","0"
"2862","1779","28","1090","7","2","5","0","0","0","0","0","0"
"2882","1785","29","1091","7","2","5","0","0","0","0","0","0"
"2886","1787","29","1091","7","2","5","0","0","0","0","0","0"
"2886","1787","29","1091","7","2","5","0","0","0","0","0","0"
"2896","1787","29","1094","7","2","5","0","0","0","0","0","0"
"2896","1788","29","1099","7","2","5","0","0","0","0","0","0"
"2898","1788","29","1099","7","2","5","0","0","0","0","0","0"
"2901","1791","29","1099","7","2","5","0","0","0","0","0","0"
"2924","1796","29","1099","7","2","5","0","0","0","0","0","0"
"2925","1797","29","1106","7","2","5","0","0","0","0","0","0"
"2925","1800","29","1109","7","2","5","0","0","0","0","0","0"
"2925","1800","29","1110","7","2","5","0","0","0","0","0","0"
"2926","1800","29","1111","7","2","5","0","0","0","0","0","0"
"2928","1804","29","1122","7","2","5","0","0","0","0","0","0"
"2928","1804","29","1123","7","2","5","0","0","0","0","0","0"
"2931","1806","29","1128","7","2","5","0","0","0","0","0","0"
"2932","1807","29","1129","7","2","5","0","0","0","0","0","0"
"2934","1807","29","1129","7","2","5","0","0","0","0","0","0"
"2941","1809","29","1130","7","2","5","0","0","0","0","0","0"
"2941","1809","29","1130","7","2","5","0","0","0","0","0","0"
"2949","1809","29","1131","7","2","5","0","0","0","0","0","0"
"2950","1811","29","1132","7","2","5","0","0","0","0","0","0"
"2950","1811","29","1132","7","2","5","0","0","0","0","0","0"
"2951","1823","29","1147","7","2","5","0","0","0","0","0","0"
"2955","1840","29","1163","7","2","5","0","0","0","0","0","0"
"2967","1840","29","1163","7","2","5","0","0","0","0","0","0"
"2967","1840","29","1164","7","2","5","0","0","0","0","0","0"
"2967","1840","29","1164","7","2","5","0","0","0","0","0","0"
"2967","1845","29","1165","7","2","5","0","0","0","0","0","0"
"2967","1846","29","1165","7","2","5","0","0","0","0","0","0"
"2967","1846","29","1165","7","2","5","0","0","0","0","0","0"
"2971","1848","29","1165","7","2","5","0","0","0","0","0","0"
"2977","1848","29","1165","7","2","5","0","0","0","0","0","0"
"2977","1849","29","1165","7","2","5","0","0","0","0","0","0"
"2982","1849","29","1169","7","2","5","0","0","0","0","0","0"
"2982","1849","29","1169","7","2","5","0","0","0","0","0","0"
"2986","1850","29","1169","7","2","5","0","0","0","0","0","0"
"2992","1851","29","1169","7","2","5","0","0","0","0","0","0"
"2999","1852","29","1169","7","2","5","0","0","0","0","0","0"
"3010","1867","29","1170","8","2","5","0","0","0","0","0","0"
"3027","1870","29","1170","8","2","5","0","0","0","0","0","0"
"3027","1870","29","1171","8","2","5","0","0","0","0","0","0"
"3028","1874","29","1173","8","2","5","0","0","0","0","0","0"
"3028","1874","29","1173","8","2","5","0","0","0","0","0","0"
"3035","1874","29","1173","8","2","5","0","0","0","0","0","0"
"3035","1874","29","1173","8","2","5","0","0","0","0","0","0"
"3036","1877","29","1173","8","2","5","0","0","0","0","0","0"
"3038","1880","29","1174","8","2","5","0","0","0","0","0","0"
"3041","1884","29","1174","8","2","5","0","0","0","0","0","0"
"3041","1885","29","1175","8","2","5","0","0","0","0","0","0"
"3041","1888","29","1180","8","2","5","0","0","0","0","0","0"
"3043","1890","29","1180","8","2","5","0","0","0","0","0","0"
"3044","1890","29","1182","8","2","5","0","0","0","0","0","0"
"3047","1890","29","1182","8","2","5","0","0","0","0","0","0"
"3049","1890","29","1184","8","2","5","0","0","0","0","0","0"
"3049","1890","29","1184","8","2","5","0","0","0","0","0","0"
"3051","1890","29","1185","8","2","5","0","0","0","0","0","0"
"3072","1893","30","1185","8","2","5","0","0","0","0","0","0"
"3086","1894","30","1185","8","2","5","0","0","0","0","0","0"
"3089","1906","30","1187","8","2","5","0","0","0","0","0","0"
"3092","1909","30","1193","8","2","5","0","0","0","0","0","0"
"3095","1909","30","1194","8","2","5","0","0","0","0","0","0"
"3098","1910","30","1194","8","2","5","0","0","0","0","0","0"
"3099","1910","30","1194","8","2","5","0","0","0","0","0","0"
"3099","1910","30","1195","8","2","5","0","0","0","0","0","0"
"3100","1910","30","1196","8","2","5","0","0","0","0","0","0"
"3100","1910","30","1196","8","2","5","0","0","0","0","0","0"
"3100","1910","30","1197","8","2","5","0","0","0","0","0","0"
"3102","1911","30","1200","8","2","5","0","0","0","0","0","0"
"3102","1914","30","1202","8","2","5","0","0","0","0","0","0"
"3103","1915","30","1202","8","2","5","0","0","0","0","0","0"
"3103","1918","30","1202","8","2","5","0","0","0","0","0","0"
"3104","1920","30","1202","8","2","5","0","0","0","0","0","0"
"3104","1920","30","1202","8","2","5","0","0","0","0","0","0"
"3108","1922","30","1206","8","2","5","0","0","0","0","0","0"
"3119","1922","30","1208","8","2","5","0","0","0","0","0","0"
"3122","1924","30","1210","8","2","5","0","0","0","0","0","0"
"3122","1926","30","1210","8","2","5","0","0","0","0","0","0"
"3130","1927","30","1210","8","2","5","0","0","0","0","0","0"
"3130","1927","30","1210","8","2","5","0","0","0","0","0","0"
"3130","1927","30","1212","8","2","5","0","0","0","0","0","0"
"3130","1927","30","1212","8","2","5","0","0","0","0","0","0"
"3142","1927","30","1213","8","2","5","0","0","0","0","0","0"
"3147","1927","30","1214","8","2","5","0","0","0","0","0","0"
"3147","1929","30","1218","8","2","5","0","0","0","0","0","0"
"3150","1929","30","1218","8","2","5","0","0","0","0","0","0"
"3150","1932","30","1219","8","2","5","0","0","0","0","0","0"
"3157","1932","30","1219","8","2","5","0","0","0","0","0","0"
"3166","1934","30","1219","8","2","5","0","0","0","0","0","0"
"3168","1934","30","1219","8","2","5","0","0","0","0","0","0"
"3177","1939","30","1220","8","2","5","0","0","0","0","0","0"
"3178","1939","30","1220","8","2","5","0","0","0","0","0","0"
"3181","1939","30","1220","8","2","5","0","0","0","0","0","0"
"3182","1939","30","1222","8","2","5","0","0","0","0","0","0"
"3182","1939","30","1223","8","2","5","0","0","0","0","0","0"
"3184","1939","30","1223","8","2","5","0","0","0","0","0","0"
"3184","1939","30","1223","8","2","5","0","0","0","0","0","0"
"3192","1941","30","1223","8","2","5","0","0","0","0","0","0"
"3193","1941","30","1223","8","2","5","0","0","0","0","0","0"
"3198","1948","30","1226","8","2","5","0","0","0","0","0","0"
"3204","1950","30","1226","8","2","5","0","0","0","0","0","0"
"3205","1950","30","1226","8","2","5","0","0","0","0","0","0"
"3210","1951","30","1227","8","2","5","0","0","0","0","0","0"
"3211","1956","30","1227","8","2","5","0","0","0","0","0","0"
"3216","1958","30","1228","8","2","5","0","0","0","0","0","0"
"3217","1965","30","1229","8","2","5","0","0","0","0","0","0"
"3217","1966","30","1237","8","2","5","0","0","0","0","0","0"
"3219","1966","30","1237","8","2","5","0","0","0","0","0","0"
"3221","1979","30","1253","8","2","5","0","0","0","0","0","0"
"3231","1980","30","1254","8","2","5","0","0","0","0","0","0"
"3231","1980","30","1254","8","2","5","0","0","0","0","0","0"
"3231","1980","30","1254","8","2","5","0","0","0","0","0","0"
"3232","1982","30","1254","8","2","5","0","0","0","0","0","0"
"3236","1983","30","1255","8","2","5","0","0","0","0","0","0"
"3240","1988","30","1258","8","2","5","0","0","0","0","0","0"
"3241","1989","30","1260","8","2","5","0","0","0","0","0","0"
"3254","1989","30","1260","8","2","5","0","0","0","0","0","0"
"3254","1991","30","1262","8","2","5","0","0","0","0","0","0"
"3258","1992","30","1262","8","2","5","0","0","0","0","0","0"
"3259","1995","30","1265","8","2","5","0","0","0","0","0","0"
"3259","2010","30","1282","8","2","5","0","0","0","0","0","0"
"3259","2013","30","1282","8","2","5","0","0","0","0","0","0"
"3261","2013","30","1282","8","2","5","0","0","0","0","0","0"
"3261","2018","30","1294","8","2","5","0","0","0","0","0","0"
"3262","2020","30","1294","8","2","5","0","0","0","0","0","0"
"3265","2034","30","1312","8","2","5","0","0","0","0","0","0"
"3266","2034","30","1312","8","2","5","0","0","0","0","0","0"
"3267","2038","30","1312","8","2","5","0","0","0","0","0","0"
"3269","2039","30","1314","8","2","5","0","0","0","0","0","0"
"3269","2039","30","1314","8","2","5","0","0","0","0","0","0"
"3280","2044","30","1317","8","2","5","0","0","0","0","0","0"
"3282","2046","30","1318","8","2","5","0","0","0","0","0","0"
"3282","2046","30","1318","8","2","5","0","0","0","0","0","0"
"3282","2048","30","1322","8","2","5","0","0","0","0","0","0"
"3282","2049","30","1322","8","2","5","0","0","0","0","0","0"
"3282","2049","30","1322","8","2","5","0","0","0","0","0","0"
"3282","2049","30","1322","8","2","5","0","0","0","0","0","0"
"3288","2051","30","1326","8","2","5","0","0","0","0","0","0"
"3291","2051","30","1326","8","2","5","0","0","0","0","0","0"
"3291","2051","30","1326","8","2","5","0","0","0","0","0","0"
"3291","2051","30","1326","8","2","5","0","0","0","0","0","0"
"3299","2051","30","1327","8","2","5","0","0","0","0","0","0"
"3323","2056","30","1327","8","2","5","0","0","0","0","0","0"
"3323","2056","30","1329","8","2","5","0","0","0","0","0","0"
"3331","2056","30","1329","8","2","5","0","0","0","0","0","0"
"3331","2057","30","1329","8","2","5","0","0","0","0","0","0"
"3332","2057","30","1330","8","2","5","0","0","0","0","0","0"
"3333","2057","30","1330","8","2","5","0","0","0","0","0","0"
"3333","2057","30","1330","8","2","5","0","0","0","0","0","0"
"3333","2060","30","1334","8","2","5","0","0","0","0","0","0"
"3335","2063","30","1338","8","2","5","0","0","0","0","0","0"
"3357","2066","31","1338","8","2","5","0","0","0","0","0","0"
"3360","2076","31","1342","8","2","5","0","0","0","0","0","0"
"3364","2080","31","1355","8","2","5","0","0","0","0","0","0"
"3364","2080","31","1359","8","2","5","0","0","0","0","0","0"
